event_id,event_ts,event_date,event_hour,app_id,team_id,service_name,environment,region,endpoint,event_type,severity,status_code,response_time_ms,bytes_in,bytes_out,request_id,trace_id,session_id,user_type,channel,dependency,deployment_id,build_version,host,pod_name,retry_count,error_code,is_sla_breach,message
6a2bc986-7dd3-4e8e-9839-e65694fb1990,2026-01-07T14:07:53,2026-01-07,14,risk-engine,team_risk,score,prod,eu-west-3,/risk/score,job_step,INFO,200,144,8168,12865,req-20260107-00000000,trace-599430,sess-051158,customer,mobile,none,dep-risk-engine-001,v1.4.2,host-038,pod-risk-engine-03,1,,false,INFO on risk-engine /risk/score
c7eb0eb2-dee6-4022-98c6-7db540167826,2026-01-07T08:46:33,2026-01-07,08,auth-service,team_identity,login,preprod,eu-west-3,/login,job_step,INFO,204,170,16910,44146,req-20260107-00000001,trace-168428,sess-026703,anonymous,api,none,dep-auth-service-001,v1.2.8,host-029,pod-auth-service-08,0,,false,INFO on auth-service /login
32b0a150-c498-45e7-bdb6-f68494b1753b,2026-01-07T03:13:13,2026-01-07,03,payment-api,team_payments,checkout,prod,eu-west-1,/checkout,dependency_call,INFO,200,121,5868,31879,req-20260107-00000002,trace-410618,sess-119577,service_account,mobile,redis,dep-payment-api-004,v4.0.1,host-036,pod-payment-api-05,0,,false,INFO on payment-api /checkout
92758e2c-7f63-499a-900d-c4d29ec79cf7,2026-01-07T20:24:31,2026-01-07,20,ticketing-api,team_support,ticket,preprod,eu-west-1,/tickets,business_event,INFO,200,606,3175,22320,req-20260107-00000003,trace-621167,sess-001803,customer,api,postgres,dep-ticketing-api-003,v3.1.3,host-009,pod-ticketing-api-05,1,,false,INFO on ticketing-api /tickets
69837a38-2c1d-4c56-9632-d399e9d61a79,2026-01-07T02:54:14,2026-01-07,02,crm-sync,team_support,sync,preprod,eu-west-3,/sync,job_step,INFO,201,1391,17519,14614,req-20260107-00000004,trace-763027,sess-051518,customer,mobile,postgres,dep-crm-sync-004,v4.2.7,host-014,pod-crm-sync-02,1,,false,INFO on crm-sync /sync
006bc88c-89ef-40d7-b053-2cc4a52c15e3,2026-01-07T02:40:36,2026-01-07,02,risk-engine,team_risk,score,prod,eu-central-1,/risk/score,job_step,WARN,401,18,5809,39001,req-20260107-00000005,trace-624463,sess-002493,employee,api,redis,dep-risk-engine-001,v1.4.2,host-047,pod-risk-engine-08,1,HTTP_500,false,WARN on risk-engine /risk/score
379876c5-b143-409d-a042-a17a8e0775b3,2026-01-07T04:21:32,2026-01-07,04,payment-api,team_payments,checkout,prod,eu-central-1,/checkout,business_event,ERROR,500,1110,3601,13080,req-20260107-00000006,trace-479143,sess-042330,customer,api,none,dep-payment-api-003,v3.0.3,host-046,pod-payment-api-10,2,VALIDATION_ERROR,true,ERROR on payment-api /checkout
819188d1-86ff-4ce3-9e7f-92f5128b567c,2026-01-07T12:28:33,2026-01-07,12,auth-service,team_identity,login,preprod,eu-central-1,/login,dependency_call,INFO,200,75,15343,10407,req-20260107-00000007,trace-838595,sess-120877,anonymous,web,kafka,dep-auth-service-004,v4.2.8,host-074,pod-auth-service-09,3,,false,INFO on auth-service /login
413a48ef-e7cd-419d-bd78-af74625253e3,2026-01-07T14:57:48,2026-01-07,14,mobile-backend,team_mobile,push,preprod,eu-west-1,/notifications/push,dependency_call,WARN,401,409,13840,6030,req-20260107-00000008,trace-610976,sess-090425,service_account,web,redis,dep-mobile-backend-001,v1.6.8,host-043,pod-mobile-backend-06,2,,false,WARN on mobile-backend /notifications/push
63b513e5-a649-4e3e-a4d0-8fc1981dea88,2026-01-07T20:18:58,2026-01-07,20,identity-portal,team_identity,token,prod,eu-west-3,/token,dependency_call,INFO,200,753,10806,38887,req-20260107-00000009,trace-150792,sess-118660,service_account,web,postgres,dep-identity-portal-001,v1.3.7,host-064,pod-identity-portal-12,1,,false,INFO on identity-portal /token
