event_id,event_ts,event_date,event_hour,app_id,team_id,service_name,environment,region,endpoint,event_type,severity,status_code,response_time_ms,bytes_in,bytes_out,request_id,trace_id,session_id,user_type,channel,dependency,deployment_id,build_version,host,pod_name,retry_count,error_code,is_sla_breach,message
5c9ae534-64fc-482d-97f4-c0334c503f08,2025-12-28T01:47:29,2025-12-28,01,metrics-api,team_data,metrics,prod,eu-central-1,/metrics,http_request,ERROR,500,1731,8535,44993,req-20251228-00000000,trace-682435,sess-031934,customer,web,partner_api,dep-metrics-api-001,v1.4.1,host-048,pod-metrics-api-06,2,,true,ERROR on metrics-api /metrics
a29b09e0-221a-491b-8164-799ffa608bfc,2025-12-28T08:56:33,2025-12-28,08,mobile-backend,team_mobile,push,prod,eu-central-1,/notifications/push,dependency_call,ERROR,500,1466,3672,12585,req-20251228-00000001,trace-624935,sess-073683,employee,mobile,hdfs,dep-mobile-backend-003,v3.6.9,host-079,pod-mobile-backend-03,2,,true,ERROR on mobile-backend /notifications/push
8cf04c2b-15f1-4c77-b81c-fc4f2e677891,2025-12-28T14:55:45,2025-12-28,14,risk-engine,team_risk,score,prod,eu-west-1,/risk/score,job_step,ERROR,500,1000,251,17746,req-20251228-00000002,trace-071434,sess-134862,service_account,mobile,partner_api,dep-risk-engine-004,v4.4.1,host-033,pod-risk-engine-10,0,HTTP_500,true,ERROR on risk-engine /risk/score
04423581-0339-4653-99e3-f0b99683905f,2025-12-28T17:51:05,2025-12-28,17,billing-worker,team_payments,refund,prod,eu-west-1,/refund,http_request,INFO,200,516,14936,49608,req-20251228-00000003,trace-460768,sess-165009,anonymous,mobile,none,dep-billing-worker-004,v4.1.1,host-068,pod-billing-worker-12,1,,true,INFO on billing-worker /refund
d98ea48b-f8bd-4e95-a35d-735cefb3890c,2025-12-28T01:48:57,2025-12-28,01,identity-portal,team_identity,token,preprod,eu-west-3,/token,job_step,INFO,200,774,9594,19899,req-20251228-00000004,trace-734259,sess-046933,service_account,api,postgres,dep-identity-portal-001,v1.3.7,host-028,pod-identity-portal-06,2,,false,INFO on identity-portal /token
c1812974-d4ea-46c5-aa63-44818a99ca89,2025-12-28T23:35:29,2025-12-28,23,risk-engine,team_risk,score,prod,eu-west-3,/risk/score,business_event,INFO,200,114,17816,22005,req-20251228-00000005,trace-259125,sess-077204,employee,mobile,kafka,dep-risk-engine-003,v3.4.1,host-019,pod-risk-engine-09,0,,false,INFO on risk-engine /risk/score
dd14b295-4469-453c-9ca3-7277972c3778,2025-12-28T06:15:58,2025-12-28,06,billing-worker,team_payments,refund,prod,eu-central-1,/refund,dependency_call,INFO,200,438,4483,2799,req-20251228-00000006,trace-050440,sess-197405,customer,mobile,hdfs,dep-billing-worker-004,v4.1.1,host-028,pod-billing-worker-03,2,,false,INFO on billing-worker /refund
d1aba864-8d89-4d6b-aedb-cb5b63e690b6,2025-12-28T02:03:46,2025-12-28,02,fraud-detector,team_risk,fraud-check,prod,eu-west-1,/fraud/check,dependency_call,INFO,201,417,1464,23203,req-20251228-00000007,trace-990714,sess-070696,employee,mobile,kafka,dep-fraud-detector-002,v2.5.0,host-029,pod-fraud-detector-01,2,,false,INFO on fraud-detector /fraud/check
fc502ca7-41dd-48e9-b3b6-c5c830e75ad0,2025-12-28T23:53:06,2025-12-28,23,notification-api,team_mobile,email,prod,eu-west-3,/notifications/email,http_request,INFO,200,391,7005,21404,req-20251228-00000008,trace-223069,sess-159067,employee,mobile,partner_api,dep-notification-api-001,v1.0.3,host-019,pod-notification-api-06,1,,false,INFO on notification-api /notifications/email
e04276d6-0bb9-49d6-89fc-1538676e149a,2025-12-28T11:42:01,2025-12-28,11,fraud-detector,team_risk,fraud-check,prod,eu-west-1,/fraud/check,http_request,ERROR,502,2049,6384,2967,req-20251228-00000009,trace-221862,sess-089319,anonymous,api,postgres,dep-fraud-detector-001,v1.5.9,host-071,pod-fraud-detector-08,2,,true,ERROR on fraud-detector /fraud/check
b03f52d0-d4d8-49a8-a4d2-4135f12f425b,2025-12-28T10:37:29,2025-12-28,10,datalake-ingest,team_data,ingest,preprod,eu-west-3,/ingest,business_event,WARN,400,327,12902,33915,req-20251228-00000010,trace-949009,sess-164215,service_account,api,hdfs,dep-datalake-ingest-004,v4.3.5,host-070,pod-datalake-ingest-04,3,HTTP_500,false,WARN on datalake-ingest /ingest
a2f6dde6-b46d-4980-a167-47a058407396,2025-12-28T11:21:54,2025-12-28,11,datalake-ingest,team_data,ingest,prod,eu-west-3,/ingest,dependency_call,INFO,200,343,17753,47695,req-20251228-00000011,trace-415634,sess-100339,anonymous,web,kafka,dep-datalake-ingest-002,v2.3.5,host-054,pod-datalake-ingest-11,0,,false,INFO on datalake-ingest /ingest
32ac3b69-d45a-448d-babf-691b74b50518,2025-12-28T00:57:04,2025-12-28,00,datalake-ingest,team_data,ingest,preprod,eu-central-1,/ingest,dependency_call,INFO,200,205,4850,33362,req-20251228-00000012,trace-574347,sess-139490,customer,batch,hdfs,dep-datalake-ingest-002,v2.3.5,host-047,pod-datalake-ingest-04,2,,false,INFO on datalake-ingest /ingest
f3e05b0b-58dc-46e8-939d-a15df4deb363,2025-12-28T08:06:19,2025-12-28,08,datalake-ingest,team_data,ingest,prod,eu-central-1,/ingest,job_step,INFO,200,548,15477,46231,req-20251228-00000013,trace-718144,sess-197750,anonymous,batch,postgres,dep-datalake-ingest-004,v4.3.5,host-046,pod-datalake-ingest-11,1,,true,INFO on datalake-ingest /ingest
74ab5fd2-14bc-4414-99fb-0ad1c85e18b8,2025-12-28T09:39:20,2025-12-28,09,billing-worker,team_payments,refund,prod,eu-west-3,/refund,dependency_call,ERROR,503,905,18379,12286,req-20251228-00000014,trace-624737,sess-153470,anonymous,mobile,redis,dep-billing-worker-003,v3.1.0,host-054,pod-billing-worker-01,3,TIMEOUT,true,ERROR on billing-worker /refund
55328409-05ff-49a4-9b57-d1bcf935028c,2025-12-28T08:15:39,2025-12-28,08,metrics-api,team_data,metrics,prod,eu-west-3,/metrics,http_request,INFO,200,972,17940,38205,req-20251228-00000015,trace-325422,sess-080878,employee,api,postgres,dep-metrics-api-003,v3.4.5,host-053,pod-metrics-api-07,2,,true,INFO on metrics-api /metrics
5ad447b4-d8ac-417b-9df7-22b6eb81fae9,2025-12-28T12:54:13,2025-12-28,12,billing-worker,team_payments,refund,prod,eu-west-3,/refund,job_step,INFO,200,123,2406,40934,req-20251228-00000016,trace-891418,sess-124978,service_account,web,redis,dep-billing-worker-003,v3.1.0,host-060,pod-billing-worker-11,3,,false,INFO on billing-worker /refund
1904b613-6d77-4dcb-9fbb-7679479b831a,2025-12-28T22:10:58,2025-12-28,22,metrics-api,team_data,metrics,prod,eu-central-1,/metrics,dependency_call,INFO,201,902,5305,5635,req-20251228-00000017,trace-087965,sess-008260,employee,api,redis,dep-metrics-api-002,v2.4.9,host-001,pod-metrics-api-04,1,,true,INFO on metrics-api /metrics
c063dfcc-e9da-4805-86d6-49db91cf3c12,2025-12-28T18:41:39,2025-12-28,18,mobile-backend,team_mobile,push,prod,eu-west-3,/notifications/push,job_step,ERROR,500,2027,6125,41710,req-20251228-00000018,trace-517400,sess-063997,customer,batch,postgres,dep-mobile-backend-001,v1.6.8,host-049,pod-mobile-backend-01,2,TIMEOUT,true,ERROR on mobile-backend /notifications/push
