event_id,event_ts,event_date,event_hour,app_id,team_id,service_name,environment,region,endpoint,event_type,severity,status_code,response_time_ms,bytes_in,bytes_out,request_id,trace_id,session_id,user_type,channel,dependency,deployment_id,build_version,host,pod_name,retry_count,error_code,is_sla_breach,message
41c1e993-53d3-4af4-b3f3-4e8ff272a500,2026-02-18T20:53:18,2026-02-18,20,datalake-ingest,team_data,ingest,preprod,eu-west-1,/ingest,job_step,ERROR,503,1403,1335,5229,req-20260218-00000000,trace-055108,sess-139937,customer,mobile,hdfs,dep-datalake-ingest-004,v4.3.5,host-079,pod-datalake-ingest-03,3,TIMEOUT,true,ERROR on datalake-ingest /ingest
166b65f0-3956-400d-a933-f17b3e5c6c94,2026-02-18T18:26:08,2026-02-18,18,identity-portal,team_identity,token,prod,eu-central-1,/token,http_request,WARN,401,381,3425,14864,req-20260218-00000001,trace-072989,sess-055902,customer,web,hdfs,dep-identity-portal-001,v1.3.7,host-056,pod-identity-portal-10,1,HTTP_500,false,WARN on identity-portal /token
cc93687d-d7d1-4f67-8d60-12d31cfe73f6,2026-02-18T05:39:59,2026-02-18,05,auth-service,team_identity,login,prod,eu-west-1,/login,job_step,INFO,200,134,5474,2998,req-20260218-00000002,trace-892670,sess-089491,anonymous,web,hdfs,dep-auth-service-001,v1.2.8,host-068,pod-auth-service-08,3,,false,INFO on auth-service /login
eb40161c-41de-49f3-bceb-6ded5e9239e4,2026-02-18T10:33:25,2026-02-18,10,auth-service,team_identity,login,prod,eu-west-3,/login,http_request,INFO,200,110,18389,32150,req-20260218-00000003,trace-124356,sess-068205,customer,api,none,dep-auth-service-002,v2.2.0,host-071,pod-auth-service-10,2,,false,INFO on auth-service /login
2aea7da9-4b81-4399-9ab0-d43d48c7bd5c,2026-02-18T03:39:37,2026-02-18,03,crm-sync,team_support,sync,prod,eu-west-3,/sync,dependency_call,INFO,200,232,14479,28113,req-20260218-00000004,trace-331459,sess-111946,service_account,api,redis,dep-crm-sync-003,v3.2.3,host-079,pod-crm-sync-11,0,,false,INFO on crm-sync /sync
d1e6ba26-dc58-4dd7-b483-bef29f0abb79,2026-02-18T20:14:18,2026-02-18,20,metrics-api,team_data,metrics,prod,eu-west-3,/metrics,business_event,INFO,200,174,19186,2788,req-20260218-00000005,trace-509879,sess-146313,service_account,mobile,hdfs,dep-metrics-api-002,v2.4.9,host-046,pod-metrics-api-06,0,,false,INFO on metrics-api /metrics
38eaa3cf-928c-4b93-b074-233236ad9a4a,2026-02-18T07:09:35,2026-02-18,07,mobile-backend,team_mobile,push,preprod,eu-central-1,/notifications/push,dependency_call,INFO,200,459,18592,22980,req-20260218-00000006,trace-305489,sess-127844,customer,api,hdfs,dep-mobile-backend-004,v4.6.1,host-045,pod-mobile-backend-09,1,,false,INFO on mobile-backend /notifications/push
d866e6c7-e6e1-460a-80de-ab757f46e0a4,2026-02-18T07:56:00,2026-02-18,07,auth-service,team_identity,login,preprod,eu-west-1,/login,business_event,INFO,200,218,121,945,req-20260218-00000007,trace-817901,sess-047368,service_account,api,kafka,dep-auth-service-001,v1.2.8,host-052,pod-auth-service-04,1,,false,INFO on auth-service /login
737f9136-d728-43ec-bc38-a5c2730e8cbb,2026-02-18T14:34:11,2026-02-18,14,ticketing-api,team_support,ticket,prod,eu-west-3,/tickets,dependency_call,INFO,200,354,8696,27680,req-20260218-00000008,trace-339964,sess-088558,employee,api,redis,dep-ticketing-api-001,v1.1.5,host-025,pod-ticketing-api-04,3,,false,INFO on ticketing-api /tickets
419a606d-4318-4e2b-91ab-5eff8cfd24fc,2026-02-18T07:52:50,2026-02-18,07,auth-service,team_identity,login,prod,eu-west-1,/login,job_step,INFO,200,151,7344,21868,req-20260218-00000009,trace-086541,sess-080666,customer,web,postgres,dep-auth-service-001,v1.2.8,host-028,pod-auth-service-02,2,,false,INFO on auth-service /login
68b2412c-7175-49c5-83f3-76c703e39b59,2026-02-18T18:17:59,2026-02-18,18,billing-worker,team_payments,refund,prod,eu-west-3,/refund,http_request,INFO,200,436,14221,38154,req-20260218-00000010,trace-561440,sess-026420,service_account,batch,partner_api,dep-billing-worker-004,v4.1.1,host-057,pod-billing-worker-07,2,,false,INFO on billing-worker /refund
eb608c4e-be1a-44bd-9439-edc297e96952,2026-02-18T02:48:03,2026-02-18,02,metrics-api,team_data,metrics,prod,eu-west-1,/metrics,job_step,INFO,201,515,14629,40907,req-20260218-00000011,trace-860149,sess-105758,anonymous,batch,postgres,dep-metrics-api-002,v2.4.9,host-047,pod-metrics-api-10,2,,false,INFO on metrics-api /metrics
