event_id,event_ts,event_date,event_hour,app_id,team_id,service_name,environment,region,endpoint,event_type,severity,status_code,response_time_ms,bytes_in,bytes_out,request_id,trace_id,session_id,user_type,channel,dependency,deployment_id,build_version,host,pod_name,retry_count,error_code,is_sla_breach,message
89b06aca-7fe5-490f-9fd0-366a6e4bf373,2026-02-07T14:07:53,2026-02-07,14,risk-engine,team_risk,score,prod,eu-west-3,/risk/score,job_step,INFO,200,144,8168,12865,req-20260207-00000000,trace-599430,sess-051158,customer,mobile,none,dep-risk-engine-001,v1.4.2,host-038,pod-risk-engine-03,1,,false,INFO on risk-engine /risk/score
d6cdc1c9-2a68-4d6d-94be-70d9cd384755,2026-02-07T08:46:33,2026-02-07,08,auth-service,team_identity,login,preprod,eu-west-3,/login,job_step,INFO,204,170,16910,44146,req-20260207-00000001,trace-168428,sess-026703,anonymous,api,none,dep-auth-service-001,v1.2.8,host-029,pod-auth-service-08,0,,false,INFO on auth-service /login
f75bde1b-cc42-42e6-a277-8e982bada7e0,2026-02-07T03:13:13,2026-02-07,03,payment-api,team_payments,checkout,prod,eu-west-1,/checkout,dependency_call,INFO,200,121,5868,31879,req-20260207-00000002,trace-410618,sess-119577,service_account,mobile,redis,dep-payment-api-004,v4.0.1,host-036,pod-payment-api-05,0,,false,INFO on payment-api /checkout
2cc06302-ca63-4389-be93-f46d1cc36323,2026-02-07T20:24:31,2026-02-07,20,ticketing-api,team_support,ticket,preprod,eu-west-1,/tickets,business_event,INFO,200,606,3175,22320,req-20260207-00000003,trace-621167,sess-001803,customer,api,postgres,dep-ticketing-api-003,v3.1.3,host-009,pod-ticketing-api-05,1,,false,INFO on ticketing-api /tickets
90ed2d01-510b-40e8-8a4b-86db9484757d,2026-02-07T02:54:14,2026-02-07,02,crm-sync,team_support,sync,preprod,eu-west-3,/sync,job_step,INFO,201,1391,17519,14614,req-20260207-00000004,trace-763027,sess-051518,customer,mobile,postgres,dep-crm-sync-004,v4.2.7,host-014,pod-crm-sync-02,1,,false,INFO on crm-sync /sync
2a7137a3-7243-44d7-a7f2-64824004255f,2026-02-07T02:40:36,2026-02-07,02,risk-engine,team_risk,score,prod,eu-central-1,/risk/score,job_step,WARN,401,18,5809,39001,req-20260207-00000005,trace-624463,sess-002493,employee,api,redis,dep-risk-engine-001,v1.4.2,host-047,pod-risk-engine-08,1,HTTP_500,false,WARN on risk-engine /risk/score
92b469fe-8ec4-4ec6-91e1-79e994bb1aeb,2026-02-07T04:21:32,2026-02-07,04,payment-api,team_payments,checkout,prod,eu-central-1,/checkout,business_event,ERROR,500,1110,3601,13080,req-20260207-00000006,trace-479143,sess-042330,customer,api,none,dep-payment-api-003,v3.0.3,host-046,pod-payment-api-10,2,VALIDATION_ERROR,true,ERROR on payment-api /checkout
6db23f4b-c9a3-4794-aa5e-8f31cd93467b,2026-02-07T12:28:33,2026-02-07,12,auth-service,team_identity,login,preprod,eu-central-1,/login,dependency_call,INFO,200,75,15343,10407,req-20260207-00000007,trace-838595,sess-120877,anonymous,web,kafka,dep-auth-service-004,v4.2.8,host-074,pod-auth-service-09,3,,false,INFO on auth-service /login
54ae2413-8e50-496a-a91b-afa94f081fff,2026-02-07T14:57:48,2026-02-07,14,mobile-backend,team_mobile,push,preprod,eu-west-1,/notifications/push,dependency_call,WARN,401,409,13840,6030,req-20260207-00000008,trace-610976,sess-090425,service_account,web,redis,dep-mobile-backend-001,v1.6.8,host-043,pod-mobile-backend-06,2,,false,WARN on mobile-backend /notifications/push
89451f3d-07d2-4586-9d2a-31d3b0d503f4,2026-02-07T20:18:58,2026-02-07,20,identity-portal,team_identity,token,prod,eu-west-3,/token,dependency_call,INFO,200,753,10806,38887,req-20260207-00000009,trace-150792,sess-118660,service_account,web,postgres,dep-identity-portal-001,v1.3.7,host-064,pod-identity-portal-12,1,,false,INFO on identity-portal /token
ae1245a4-d793-4124-a0d3-5e1610b7e5bc,2026-02-07T21:16:38,2026-02-07,21,fraud-detector,team_risk,fraud-check,prod,eu-west-1,/fraud/check,dependency_call,INFO,204,412,9956,7270,req-20260207-00000010,trace-561310,sess-169121,employee,web,hdfs,dep-fraud-detector-003,v3.5.7,host-038,pod-fraud-detector-03,2,,false,INFO on fraud-detector /fraud/check
26d6cecb-5ff7-4d34-a93d-42c740edf339,2026-02-07T03:32:57,2026-02-07,03,notification-api,team_mobile,email,prod,eu-west-3,/notifications/email,dependency_call,INFO,200,316,7748,7508,req-20260207-00000011,trace-068164,sess-171840,service_account,mobile,postgres,dep-notification-api-004,v4.0.4,host-003,pod-notification-api-06,3,,false,INFO on notification-api /notifications/email
81c02c89-1f2a-43be-b4ca-c86503d29416,2026-02-07T11:43:07,2026-02-07,11,billing-worker,team_payments,refund,prod,eu-central-1,/refund,business_event,INFO,200,5,7075,4358,req-20260207-00000012,trace-966013,sess-067251,employee,mobile,hdfs,dep-billing-worker-003,v3.1.0,host-017,pod-billing-worker-01,1,,false,INFO on billing-worker /refund
89adfd4b-91ad-4649-bf57-9ca527e30c30,2026-02-07T21:21:09,2026-02-07,21,datalake-ingest,team_data,ingest,prod,eu-west-1,/ingest,business_event,INFO,200,171,2921,41943,req-20260207-00000013,trace-284039,sess-021860,anonymous,batch,none,dep-datalake-ingest-004,v4.3.5,host-050,pod-datalake-ingest-05,1,,false,INFO on datalake-ingest /ingest
d9dfd48d-42c5-4dd8-bb50-5f36e94d95dc,2026-02-07T12:34:59,2026-02-07,12,mobile-backend,team_mobile,push,prod,eu-central-1,/notifications/push,dependency_call,INFO,201,477,7580,835,req-20260207-00000014,trace-830788,sess-045976,service_account,web,postgres,dep-mobile-backend-003,v3.6.9,host-059,pod-mobile-backend-05,3,,false,INFO on mobile-backend /notifications/push
ec724564-de46-4e24-b636-c8bf04645a1f,2026-02-07T07:14:18,2026-02-07,07,identity-portal,team_identity,token,prod,eu-west-1,/token,dependency_call,INFO,200,759,16948,19907,req-20260207-00000015,trace-359424,sess-160038,employee,web,partner_api,dep-identity-portal-003,v3.3.2,host-005,pod-identity-portal-03,2,,false,INFO on identity-portal /token
2ade131f-85e3-4c51-bc2d-795c7439e4db,2026-02-07T17:06:34,2026-02-07,17,datalake-ingest,team_data,ingest,preprod,eu-west-1,/ingest,http_request,INFO,200,87,514,25446,req-20260207-00000016,trace-828532,sess-131111,employee,batch,redis,dep-datalake-ingest-001,v1.3.8,host-071,pod-datalake-ingest-07,1,,false,INFO on datalake-ingest /ingest
334a026f-e191-449a-9538-6754efd0e3e8,2026-02-07T11:09:00,2026-02-07,11,risk-engine,team_risk,score,prod,eu-central-1,/risk/score,job_step,ERROR,500,1268,3292,32967,req-20260207-00000017,trace-167188,sess-182943,service_account,mobile,postgres,dep-risk-engine-003,v3.4.1,host-044,pod-risk-engine-09,3,VALIDATION_ERROR,true,ERROR on risk-engine /risk/score
5a42039d-e371-4c72-a2b9-986f7d693f7e,2026-02-07T12:55:59,2026-02-07,12,billing-worker,team_payments,refund,prod,eu-west-1,/refund,business_event,INFO,200,55,1131,40214,req-20260207-00000018,trace-919687,sess-147076,customer,batch,redis,dep-billing-worker-004,v4.1.1,host-076,pod-billing-worker-01,1,,false,INFO on billing-worker /refund
3cf38486-df21-40a7-85c5-4c23ac2974fe,2026-02-07T19:52:31,2026-02-07,19,fraud-detector,team_risk,fraud-check,prod,eu-central-1,/fraud/check,http_request,INFO,200,317,18819,1904,req-20260207-00000019,trace-156707,sess-060655,service_account,api,none,dep-fraud-detector-003,v3.5.7,host-060,pod-fraud-detector-05,1,,false,INFO on fraud-detector /fraud/check
c3c3d101-0bf2-4275-8057-09f3f928a8d2,2026-02-07T02:06:19,2026-02-07,02,auth-service,team_identity,login,prod,eu-west-1,/login,business_event,INFO,200,282,1528,14574,req-20260207-00000020,trace-126186,sess-151191,employee,batch,hdfs,dep-auth-service-004,v4.2.8,host-010,pod-auth-service-11,0,,true,INFO on auth-service /login
c2d7ea2c-588f-4991-aabb-5cd21626997b,2026-02-07T14:55:46,2026-02-07,14,notification-api,team_mobile,email,prod,eu-central-1,/notifications/email,dependency_call,INFO,200,347,1684,31977,req-20260207-00000021,trace-803785,sess-025152,customer,mobile,redis,dep-notification-api-001,v1.0.3,host-076,pod-notification-api-04,1,,false,INFO on notification-api /notifications/email
f9c62167-f4b8-407b-8d57-c2da29d7723c,2026-02-07T01:41:29,2026-02-07,01,fraud-detector,team_risk,fraud-check,prod,eu-west-3,/fraud/check,business_event,INFO,204,114,19327,47893,req-20260207-00000022,trace-280247,sess-125426,employee,api,partner_api,dep-fraud-detector-002,v2.5.0,host-068,pod-fraud-detector-05,2,,false,INFO on fraud-detector /fraud/check
40038b3d-e5bf-4cd0-8d92-20dc8df8f469,2026-02-07T15:18:19,2026-02-07,15,ticketing-api,team_support,ticket,prod,eu-west-3,/tickets,job_step,INFO,200,1122,11994,32413,req-20260207-00000023,trace-413670,sess-143040,employee,mobile,postgres,dep-ticketing-api-003,v3.1.3,host-034,pod-ticketing-api-07,0,,true,INFO on ticketing-api /tickets
d47955ce-3214-4bb3-8b59-c75a843cfc09,2026-02-07T12:48:53,2026-02-07,12,datalake-ingest,team_data,ingest,preprod,eu-west-3,/ingest,job_step,INFO,200,96,6245,31152,req-20260207-00000024,trace-409366,sess-184394,service_account,batch,hdfs,dep-datalake-ingest-004,v4.3.5,host-029,pod-datalake-ingest-06,3,,false,INFO on datalake-ingest /ingest
55dd1a18-3c6a-4c10-9977-c2d923b447c3,2026-02-07T00:05:05,2026-02-07,00,payment-api,team_payments,checkout,prod,eu-west-1,/checkout,http_request,INFO,200,270,4040,3173,req-20260207-00000025,trace-562360,sess-065326,anonymous,mobile,none,dep-payment-api-003,v3.0.3,host-048,pod-payment-api-01,3,,true,INFO on payment-api /checkout
c1eab9bd-b37a-44a2-96d4-7daf45d1789e,2026-02-07T20:11:43,2026-02-07,20,crm-sync,team_support,sync,prod,eu-west-3,/sync,http_request,WARN,401,1553,11580,4065,req-20260207-00000026,trace-205385,sess-062112,customer,mobile,postgres,dep-crm-sync-003,v3.2.3,host-010,pod-crm-sync-04,0,,true,WARN on crm-sync /sync
be7f19e7-2fd6-4f51-ac20-b6a51214c8e1,2026-02-07T03:19:30,2026-02-07,03,billing-worker,team_payments,refund,prod,eu-central-1,/refund,business_event,INFO,204,250,15389,16883,req-20260207-00000027,trace-509748,sess-158873,service_account,api,kafka,dep-billing-worker-001,v1.1.8,host-006,pod-billing-worker-08,3,,false,INFO on billing-worker /refund
6c99ba45-f2d3-4997-a451-fad64b761243,2026-02-07T09:44:19,2026-02-07,09,mobile-backend,team_mobile,push,prod,eu-west-1,/notifications/push,http_request,WARN,404,534,17376,41871,req-20260207-00000028,trace-941359,sess-016363,anonymous,batch,none,dep-mobile-backend-004,v4.6.1,host-042,pod-mobile-backend-09,3,,true,WARN on mobile-backend /notifications/push
5ccce30f-fa34-47e2-bd93-687a429ab659,2026-02-07T21:47:07,2026-02-07,21,payment-api,team_payments,checkout,preprod,eu-west-1,/checkout,business_event,WARN,404,119,18211,34524,req-20260207-00000029,trace-888537,sess-118341,anonymous,api,redis,dep-payment-api-001,v1.0.1,host-046,pod-payment-api-09,1,,false,WARN on payment-api /checkout
cee40c77-605c-4986-8825-3fb732c4e77a,2026-02-07T06:24:38,2026-02-07,06,identity-portal,team_identity,token,preprod,eu-central-1,/token,job_step,INFO,201,5,11046,14779,req-20260207-00000030,trace-843885,sess-029458,customer,api,partner_api,dep-identity-portal-002,v2.3.4,host-005,pod-identity-portal-02,2,,false,INFO on identity-portal /token
a0de4093-aed6-437b-94c5-8b63f7398521,2026-02-07T10:23:47,2026-02-07,10,payment-api,team_payments,checkout,prod,eu-west-1,/checkout,job_step,INFO,200,276,1729,2474,req-20260207-00000031,trace-434124,sess-115515,service_account,batch,none,dep-payment-api-003,v3.0.3,host-075,pod-payment-api-07,3,,true,INFO on payment-api /checkout
d0ee52ab-3b20-4962-a98e-b6a74fe7c821,2026-02-07T13:10:45,2026-02-07,13,datalake-ingest,team_data,ingest,prod,eu-west-3,/ingest,http_request,INFO,200,530,11458,38274,req-20260207-00000032,trace-316959,sess-157398,service_account,web,none,dep-datalake-ingest-002,v2.3.5,host-006,pod-datalake-ingest-08,2,,true,INFO on datalake-ingest /ingest
5c92e502-7d14-4e49-ab5c-b98ac128584d,2026-02-07T08:53:55,2026-02-07,08,fraud-detector,team_risk,fraud-check,preprod,eu-west-1,/fraud/check,job_step,ERROR,503,1194,3214,10472,req-20260207-00000033,trace-581679,sess-101193,employee,mobile,partner_api,dep-fraud-detector-001,v1.5.9,host-012,pod-fraud-detector-12,2,HTTP_500,true,ERROR on fraud-detector /fraud/check
